alpha,camber,position_of_camber,thickness,Reynolds_number,cl,cd,ratio
3,0,0,0.1,2.40E+06,0.3258,0.00559,58.28264758
4,0,0,0.1,2.40E+06,0.4309,0.00635,67.85826772
5,0,0,0.1,2.40E+06,0.5471,0.00716,76.41061453
6,0,0,0.1,2.40E+06,0.6756,0.00807,83.71747212
7,0,0,0.1,2.40E+06,0.8055,0.00897,89.7993311
8,0,0,0.1,2.40E+06,0.8992,0.00992,90.64516129
9,0,0,0.1,2.40E+06,0.9963,0.01093,91.15279048
10,0,0,0.1,2.40E+06,1.0946,0.0123,88.99186992
11,0,0,0.1,2.40E+06,1.1891,0.01426,83.38709677
12,0,0,0.1,2.40E+06,1.2665,0.01808,70.04977876
13,0,0,0.1,2.40E+06,1.3592,0.01949,69.73832735
14,0,0,0.1,2.40E+06,1.4494,0.02081,69.64920711
15,0,0,0.1,2.40E+06,1.5292,0.02267,67.45478606
16,0,0,0.1,2.40E+06,1.5662,0.02655,58.9905838
17,0,0,0.1,2.40E+06,1.5577,0.03564,43.70650954
18,0,0,0.1,2.40E+06,1.5014,0.05653,26.55934902
19,0,0,0.1,2.40E+06,1.3287,0.10145,13.09709216
20,0,0,0.1,2.40E+06,1.0352,0.17947,5.768094946
-5,0,0,0.24,2.50E+06,-0.5386,0.00812,-66.33004926
-4,0,0,0.24,2.50E+06,-0.4328,0.00783,-55.27458493
-3,0,0,0.24,2.50E+06,-0.3269,0.00761,-42.95663601
-2,0,0,0.24,2.50E+06,-0.2187,0.00741,-29.51417004
-1,0,0,0.24,2.50E+06,-0.1098,0.00734,-14.95912807
0,0,0,0.24,2.50E+06,0,0.00735,0
1,0,0,0.24,2.50E+06,0.1098,0.00734,14.95912807
2,0,0,0.24,2.50E+06,0.2187,0.00741,29.51417004
3,0,0,0.24,2.50E+06,0.327,0.00761,42.96977661
4,0,0,0.24,2.50E+06,0.4329,0.00783,55.28735632
5,0,0,0.24,2.50E+06,0.5388,0.00812,66.3546798
6,0,0,0.24,2.50E+06,0.6412,0.00846,75.79196217
7,0,0,0.24,2.50E+06,0.7391,0.00889,83.13835771
8,0,0,0.24,2.50E+06,0.829,0.00946,87.63213531
9,0,0,0.24,2.50E+06,0.9209,0.01025,89.84390244
10,0,0,0.24,2.50E+06,1.0088,0.01119,90.15192136
11,0,0,0.24,2.50E+06,1.0895,0.01245,87.51004016
12,0,0,0.24,2.50E+06,1.1603,0.01408,82.40767045
13,0,0,0.24,2.50E+06,1.242,0.01598,77.72215269
14,0,0,0.24,2.50E+06,1.3414,0.01876,71.50319829
15,0,0,0.24,2.50E+06,1.3757,0.02215,62.10835214
16,0,0,0.24,2.50E+06,1.431,0.02593,55.18704204
17,0,0,0.24,2.50E+06,1.4652,0.03176,46.13350126
18,0,0,0.24,2.50E+06,1.4969,0.03849,38.89062094
19,0,0,0.24,2.50E+06,1.5133,0.04696,32.22529813
20,0,0,0.24,2.50E+06,1.5029,0.05857,25.65989414
-5,0,0,0.21,2.50E+06,-0.5522,0.00769,-71.80754226
-4,0,0,0.21,2.50E+06,-0.4444,0.00731,-60.79343365
-3,0,0,0.21,2.50E+06,-0.3338,0.00708,-47.14689266
-2,0,0,0.21,2.50E+06,-0.2237,0.00688,-32.51453488
0,0,0,0.21,2.50E+06,0,0.00675,0
2,0,0,0.21,2.50E+06,0.2237,0.00688,32.51453488
3,0,0,0.21,2.50E+06,0.3339,0.00708,47.16101695
4,0,0,0.21,2.50E+06,0.4445,0.00731,60.80711354
5,0,0,0.21,2.50E+06,0.5523,0.00769,71.82054616
6,0,0,0.21,2.50E+06,0.6594,0.00806,81.81141439
7,0,0,0.21,2.50E+06,0.7622,0.00863,88.3198146
8,0,0,0.21,2.50E+06,0.8637,0.00923,93.57529794
9,0,0,0.21,2.50E+06,0.9607,0.00995,96.55276382
10,0,0,0.21,2.50E+06,1.0446,0.01084,96.36531365
11,0,0,0.21,2.50E+06,1.1236,0.01197,93.86800334
12,0,0,0.21,2.50E+06,1.2174,0.0135,90.17777778
13,0,0,0.21,2.50E+06,1.3245,0.01552,85.34149485
14,0,0,0.21,2.50E+06,1.3715,0.01732,79.18591224
15,0,0,0.21,2.50E+06,1.4246,0.0205,69.49268293
16,0,0,0.21,2.50E+06,1.483,0.0239,62.05020921
17,0,0,0.21,2.50E+06,1.5201,0.02936,51.77452316
18,0,0,0.21,2.50E+06,1.5508,0.03598,43.10172318
19,0,0,0.21,2.50E+06,1.5746,0.04391,35.85971305
20,0,0,0.21,2.50E+06,1.567,0.05549,28.2393224
-5,0,0,0.18,2.50E+06,-0.5566,0.00726,-76.66666667
-4,0,0,0.18,2.50E+06,-0.4474,0.00687,-65.12372635
-3,0,0,0.18,2.50E+06,-0.3369,0.00658,-51.2006079
-2,0,0,0.18,2.50E+06,-0.2253,0.00637,-35.3689168
-1,0,0,0.18,2.50E+06,-0.1129,0.00626,-18.03514377
0,0,0,0.18,2.50E+06,0,0.00621,0
1,0,0,0.18,2.50E+06,0.1129,0.00626,18.03514377
2,0,0,0.18,2.50E+06,0.2253,0.00637,35.3689168
3,0,0,0.18,2.50E+06,0.3369,0.00658,51.2006079
4,0,0,0.18,2.50E+06,0.4474,0.00687,65.12372635
5,0,0,0.18,2.50E+06,0.5567,0.00726,76.68044077
6,0,0,0.18,2.50E+06,0.6643,0.00778,85.38560411
7,0,0,0.18,2.50E+06,0.7697,0.00843,91.30486358
8,0,0,0.18,2.50E+06,0.8731,0.00914,95.52516411
9,0,0,0.18,2.50E+06,0.971,0.01005,96.61691542
10,0,0,0.18,2.50E+06,1.0649,0.01103,96.54578422
12,0,0,0.18,2.50E+06,1.2969,0.01369,94.73338203
13,0,0,0.18,2.50E+06,1.347,0.01486,90.64602961
14,0,0,0.18,2.50E+06,1.4104,0.01674,84.25328554
15,0,0,0.18,2.50E+06,1.4706,0.01932,76.11801242
16,0,0,0.18,2.50E+06,1.5303,0.02238,68.37801609
17,0,0,0.18,2.50E+06,1.5713,0.02721,57.74715178
18,0,0,0.18,2.50E+06,1.5902,0.03467,45.86674358
19,0,0,0.18,2.50E+06,1.6121,0.04289,37.58685008
20,0,0,0.18,2.50E+06,1.615,0.05367,30.09129868
-5,0,0,0.06,2.50E+06,-0.5524,0.00782,-70.63938619
-4,0,0,0.06,2.50E+06,-0.4472,0.00665,-67.2481203
-3,0,0,0.06,2.50E+06,-0.3427,0.00593,-57.79089376
-2,0,0,0.06,2.50E+06,-0.2121,0.00487,-43.5523614
-1,0,0,0.06,2.50E+06,-0.1031,0.00374,-27.56684492
0,0,0,0.06,2.50E+06,0,0.00341,0
1,0,0,0.06,2.50E+06,0.1031,0.00374,27.56684492
3,0,0,0.06,2.50E+06,0.3427,0.00593,57.79089376
4,0,0,0.06,2.50E+06,0.4472,0.00665,67.2481203
5,0,0,0.06,2.50E+06,0.5524,0.00782,70.63938619
6,0,0,0.06,2.50E+06,0.6547,0.01051,62.29305423
7,0,0,0.06,2.50E+06,0.7263,0.02805,25.89304813
-5,0,0,0.08,2.50E+06,-0.5739,0.00729,-78.72427984
-4,0,0,0.08,2.50E+06,-0.4421,0.0065,-68.01538462
-3,0,0,0.08,2.50E+06,-0.3189,0.0056,-56.94642857
-2,0,0,0.08,2.50E+06,-0.2137,0.00472,-45.27542373
-1,0,0,0.08,2.50E+06,-0.108,0.00422,-25.59241706
0,0,0,0.08,2.50E+06,0,0.00407,0
1,0,0,0.08,2.50E+06,0.108,0.00422,25.59241706
2,0,0,0.08,2.50E+06,0.2137,0.00472,45.27542373
3,0,0,0.08,2.50E+06,0.3189,0.0056,56.94642857
4,0,0,0.08,2.50E+06,0.4421,0.0065,68.01538462
5,0,0,0.08,2.50E+06,0.5739,0.00729,78.72427984
6,0,0,0.08,2.50E+06,0.676,0.00809,83.55995056
7,0,0,0.08,2.50E+06,0.7766,0.00926,83.86609071
8,0,0,0.08,2.50E+06,0.8799,0.01042,84.44337812
9,0,0,0.08,2.50E+06,0.983,0.01173,83.80221654
10,0,0,0.08,2.50E+06,1.0781,0.01452,74.24931129
11,0,0,0.08,2.50E+06,1.1628,0.01869,62.21508828
12,0,0,0.08,2.50E+06,1.2243,0.02549,48.03060024
13,0,0,0.08,2.50E+06,1.2059,0.03804,31.70084122
14,0,0,0.08,2.50E+06,1.0311,0.09214,11.19057955
-5,0,0,0.1,2.60E+06,-0.5455,0.00705,-77.37588652
-4,0,0,0.1,2.60E+06,-0.4324,0.00626,-69.07348243
-3,0,0,0.1,2.60E+06,-0.327,0.00554,-59.02527076
-2,0,0,0.1,2.60E+06,-0.2194,0.00501,-43.79241517
-1,0,0,0.1,2.60E+06,-0.1102,0.00471,-23.3970276
0,0,0,0.1,2.60E+06,0,0.00462,0
1,0,0,0.1,2.60E+06,0.1102,0.00471,23.3970276
2,0,0,0.1,2.60E+06,0.2194,0.00501,43.79241517
3,0,0,0.1,2.60E+06,0.327,0.00554,59.02527076
4,0,0,0.1,2.60E+06,0.4324,0.00626,69.07348243
5,0,0,0.1,2.60E+06,0.5456,0.00705,77.39007092
6,0,0,0.1,2.60E+06,0.672,0.0079,85.06329114
7,0,0,0.1,2.60E+06,0.8017,0.00878,91.30979499
8,0,0,0.1,2.60E+06,0.9004,0.00979,91.97139939
9,0,0,0.1,2.60E+06,0.9979,0.01069,93.34892423
10,0,0,0.1,2.60E+06,1.0959,0.01209,90.64516129
11,0,0,0.1,2.60E+06,1.19,0.01414,84.15841584
12,0,0,0.1,2.60E+06,1.2722,0.01738,73.1990794
13,0,0,0.1,2.60E+06,1.3668,0.01865,73.28686327
14,0,0,0.1,2.60E+06,1.458,0.01998,72.97297297
15,0,0,0.1,2.60E+06,1.5393,0.02181,70.57771664
16,0,0,0.1,2.60E+06,1.5745,0.02598,60.60431101
17,0,0,0.1,2.60E+06,1.5631,0.03505,44.59629101
18,0,0,0.1,2.60E+06,1.5076,0.0556,27.11510791
19,0,0,0.1,2.60E+06,1.3497,0.09769,13.81615314
20,0,0,0.1,2.60E+06,1.1064,0.16217,6.822470247
-5,0,0,0.1,2.80E+06,-0.5439,0.00695,-78.25899281
-4,0,0,0.1,2.80E+06,-0.4339,0.00621,-69.87117552
-3,0,0,0.1,2.80E+06,-0.3278,0.00552,-59.38405797
-2,0,0,0.1,2.80E+06,-0.2201,0.00499,-44.10821643
-1,0,0,0.1,2.80E+06,-0.1105,0.00471,-23.46072187
0,0,0,0.1,2.80E+06,0,0.00463,0
1,0,0,0.1,2.80E+06,0.1105,0.00471,23.46072187
2,0,0,0.1,2.80E+06,0.2201,0.00499,44.10821643
3,0,0,0.1,2.80E+06,0.3278,0.00552,59.38405797
4,0,0,0.1,2.80E+06,0.4339,0.00621,69.87117552
5,0,0,0.1,2.80E+06,0.5439,0.00695,78.25899281
6,0,0,0.1,2.80E+06,0.6689,0.00776,86.19845361
7,0,0,0.1,2.80E+06,0.7983,0.00861,92.71777003
8,0,0,0.1,2.80E+06,0.9015,0.00968,93.13016529
9,0,0,0.1,2.80E+06,0.9993,0.01048,95.35305344
10,0,0,0.1,2.80E+06,1.0969,0.01194,91.86767169
11,0,0,0.1,2.80E+06,1.1903,0.0141,84.41843972
12,0,0,0.1,2.80E+06,1.2779,0.01668,76.61270983
13,0,0,0.1,2.80E+06,1.3732,0.01794,76.54403567
14,0,0,0.1,2.80E+06,1.465,0.01927,76.02490919
15,0,0,0.1,2.80E+06,1.5473,0.02112,73.26231061
16,0,0,0.1,2.80E+06,1.5769,0.02582,61.07281177
17,0,0,0.1,2.80E+06,1.5638,0.03498,44.70554603
18,0,0,0.1,2.80E+06,1.5053,0.05601,26.87555794
19,0,0,0.1,2.80E+06,1.3528,0.09722,13.91483234
20,0,0,0.1,2.80E+06,1.1202,0.15907,7.042182687
-5,0,0,0.1,3.00E+06,-0.5427,0.00684,-79.34210526
-4,0,0,0.1,3.00E+06,-0.4352,0.00616,-70.64935065
-3,0,0,0.1,3.00E+06,-0.3288,0.0055,-59.78181818
-2,0,0,0.1,3.00E+06,-0.2204,0.005,-44.08
-1,0,0,0.1,3.00E+06,-0.1105,0.00473,-23.3615222
0,0,0,0.1,3.00E+06,0,0.00463,0
2,0,0,0.1,3.00E+06,0.2204,0.005,44.08
3,0,0,0.1,3.00E+06,0.3288,0.0055,59.78181818
4,0,0,0.1,3.00E+06,0.4352,0.00616,70.64935065
5,0,0,0.1,3.00E+06,0.5427,0.00684,79.34210526
6,0,0,0.1,3.00E+06,0.666,0.00763,87.2870249
7,0,0,0.1,3.00E+06,0.7954,0.00846,94.01891253
8,0,0,0.1,3.00E+06,0.9028,0.00954,94.63312369
9,0,0,0.1,3.00E+06,1.0006,0.0103,97.14563107
10,0,0,0.1,3.00E+06,1.0978,0.01181,92.95512278
11,0,0,0.1,3.00E+06,1.19,0.01414,84.15841584
12,0,0,0.1,3.00E+06,1.2828,0.01608,79.7761194
13,0,0,0.1,3.00E+06,1.3786,0.01733,79.54991344
14,0,0,0.1,3.00E+06,1.4709,0.01868,78.74197002
15,0,0,0.1,3.00E+06,1.5536,0.02056,75.56420233
16,0,0,0.1,3.00E+06,1.5767,0.02584,61.01780186
17,0,0,0.1,3.00E+06,1.5607,0.0353,44.21246459
18,0,0,0.1,3.00E+06,1.4966,0.05749,26.03235345
19,0,0,0.1,3.00E+06,1.3479,0.09817,13.73026383
20,0,0,0.1,3.00E+06,1.1239,0.15831,7.099362011
-5,0,0,0.24,3.00E+06,-0.5432,0.00787,-69.02160102
-4,0,0,0.24,3.00E+06,-0.4374,0.0076,-57.55263158
-3,0,0,0.24,3.00E+06,-0.3289,0.00739,-44.50608931
-2,0,0,0.24,3.00E+06,-0.2199,0.00729,-30.16460905
-1,0,0,0.24,3.00E+06,-0.11,0.00716,-15.36312849
0,0,0,0.24,3.00E+06,0,0.0071,0
1,0,0,0.24,3.00E+06,0.11,0.00716,15.36312849
2,0,0,0.24,3.00E+06,0.2199,0.00729,30.16460905
3,0,0,0.24,3.00E+06,0.329,0.00739,44.51962111
4,0,0,0.24,3.00E+06,0.4375,0.0076,57.56578947
5,0,0,0.24,3.00E+06,0.5433,0.00787,69.0343075
6,0,0,0.24,3.00E+06,0.6466,0.00827,78.18621524
7,0,0,0.24,3.00E+06,0.7455,0.00872,85.49311927
8,0,0,0.24,3.00E+06,0.8354,0.00922,90.60737527
9,0,0,0.24,3.00E+06,0.9274,0.00999,92.83283283
10,0,0,0.24,3.00E+06,1.0184,0.01083,94.03508772
11,0,0,0.24,3.00E+06,1.1026,0.01196,92.19063545
12,0,0,0.24,3.00E+06,1.1782,0.01342,87.79433681
13,0,0,0.24,3.00E+06,1.2464,0.01541,80.8825438
14,0,0,0.24,3.00E+06,1.3428,0.01784,75.2690583
15,0,0,0.24,3.00E+06,1.3953,0.02089,66.79272379
16,0,0,0.24,3.00E+06,1.4476,0.02473,58.53619086
17,0,0,0.24,3.00E+06,1.4847,0.03023,49.11346345
18,0,0,0.24,3.00E+06,1.525,0.03606,42.29062673
19,0,0,0.24,3.00E+06,1.5336,0.04512,33.9893617
20,0,0,0.24,3.00E+06,1.5383,0.05507,27.93353913
-5,0,0,0.21,3.00E+06,-0.5555,0.00747,-74.36412316
-4,0,0,0.21,3.00E+06,-0.4458,0.00717,-62.17573222
-3,0,0,0.21,3.00E+06,-0.3362,0.00691,-48.65412446
-2,0,0,0.21,3.00E+06,-0.2245,0.00678,-33.1120944
-1,0,0,0.21,3.00E+06,-0.1126,0.00662,-17.00906344
0,0,0,0.21,3.00E+06,0,0.00665,0
1,0,0,0.21,3.00E+06,0.1126,0.00662,17.00906344
2,0,0,0.21,3.00E+06,0.2245,0.00678,33.1120944
3,0,0,0.21,3.00E+06,0.3363,0.00691,48.66859624
4,0,0,0.21,3.00E+06,0.4459,0.00717,62.18967922
5,0,0,0.21,3.00E+06,0.5555,0.00747,74.36412316
6,0,0,0.21,3.00E+06,0.6622,0.00792,83.61111111
7,0,0,0.21,3.00E+06,0.768,0.00838,91.64677804
8,0,0,0.21,3.00E+06,0.8697,0.009,96.63333333
9,0,0,0.21,3.00E+06,0.9678,0.00971,99.67044284
10,0,0,0.21,3.00E+06,1.0537,0.01057,99.68779565
11,0,0,0.21,3.00E+06,1.1365,0.01156,98.31314879
12,0,0,0.21,3.00E+06,1.2191,0.01284,94.94548287
13,0,0,0.21,3.00E+06,1.3248,0.01469,90.1837985
14,0,0,0.21,3.00E+06,1.3827,0.01666,82.99519808
15,0,0,0.21,3.00E+06,1.4449,0.01922,75.17689906
16,0,0,0.21,3.00E+06,1.5008,0.02263,66.31904551
17,0,0,0.21,3.00E+06,1.5396,0.02778,55.42116631
18,0,0,0.21,3.00E+06,1.5821,0.03321,47.63926528
19,0,0,0.21,3.00E+06,1.6008,0.0414,38.66666667
20,0,0,0.21,3.00E+06,1.5941,0.05261,30.30032313
-5,0,0,0.18,3.00E+06,-0.5589,0.00716,-78.05865922
-4,0,0,0.18,3.00E+06,-0.449,0.00677,-66.32200886
-3,0,0,0.18,3.00E+06,-0.3379,0.00647,-52.22565688
-2,0,0,0.18,3.00E+06,-0.2259,0.00626,-36.08626198
-1,0,0,0.18,3.00E+06,-0.1131,0.00614,-18.42019544
0,0,0,0.18,3.00E+06,0,0.0061,0
1,0,0,0.18,3.00E+06,0.1131,0.00614,18.42019544
2,0,0,0.18,3.00E+06,0.2259,0.00626,36.08626198
3,0,0,0.18,3.00E+06,0.3379,0.00647,52.22565688
4,0,0,0.18,3.00E+06,0.4491,0.00677,66.33677991
5,0,0,0.18,3.00E+06,0.5589,0.00716,78.05865922
6,0,0,0.18,3.00E+06,0.6673,0.00765,87.22875817
7,0,0,0.18,3.00E+06,0.7741,0.00822,94.17274939
8,0,0,0.18,3.00E+06,0.8782,0.00893,98.34266517
9,0,0,0.18,3.00E+06,0.9793,0.00969,101.0629515
10,0,0,0.18,3.00E+06,1.075,0.01058,101.6068053
11,0,0,0.18,3.00E+06,1.1745,0.01169,100.4704876
13,0,0,0.18,3.00E+06,1.3624,0.01423,95.74139143
14,0,0,0.18,3.00E+06,1.4218,0.0161,88.31055901
15,0,0,0.18,3.00E+06,1.4899,0.01816,82.04295154
16,0,0,0.18,3.00E+06,1.548,0.02115,73.19148936
17,0,0,0.18,3.00E+06,1.5867,0.02597,61.0974201
18,0,0,0.18,3.00E+06,1.6247,0.03158,51.44711843
19,0,0,0.18,3.00E+06,1.6513,0.0389,42.44987147
20,0,0,0.18,3.00E+06,1.6563,0.04911,33.72632865
-5,0,0,0.06,3.00E+06,-0.5531,0.00745,-74.24161074
-4,0,0,0.06,3.00E+06,-0.4479,0.00642,-69.76635514
-3,0,0,0.06,3.00E+06,-0.3349,0.00569,-58.85764499
-2,0,0,0.06,3.00E+06,-0.208,0.00475,-43.78947368
-1,0,0,0.06,3.00E+06,-0.1054,0.00387,-27.23514212
0,0,0,0.06,3.00E+06,0,0.0036,0
1,0,0,0.06,3.00E+06,0.1054,0.00387,27.23514212
2,0,0,0.06,3.00E+06,0.208,0.00475,43.78947368
3,0,0,0.06,3.00E+06,0.3349,0.00569,58.85764499
4,0,0,0.06,3.00E+06,0.4479,0.00642,69.76635514
5,0,0,0.06,3.00E+06,0.5531,0.00745,74.24161074
6,0,0,0.06,3.00E+06,0.6568,0.00963,68.20353063
8,0,0,0.06,3.00E+06,0.8013,0.03756,21.33386581
9,0,0,0.06,3.00E+06,0.7694,0.07981,9.64039594
13,0,0,0.06,3.00E+06,1.3146,0.02906,45.23743978
-5,0,0,0.08,3.00E+06,-0.5659,0.00698,-81.07449857
-4,0,0,0.08,3.00E+06,-0.4361,0.00625,-69.776
-3,0,0,0.08,3.00E+06,-0.3202,0.00549,-58.32422587
-2,0,0,0.08,3.00E+06,-0.2161,0.00476,-45.39915966
-1,0,0,0.08,3.00E+06,-0.1088,0.00431,-25.24361949
0,0,0,0.08,3.00E+06,0,0.0042,0
1,0,0,0.08,3.00E+06,0.1088,0.00431,25.24361949
2,0,0,0.08,3.00E+06,0.2161,0.00476,45.39915966
3,0,0,0.08,3.00E+06,0.3202,0.00549,58.32422587
4,0,0,0.08,3.00E+06,0.4361,0.00625,69.776
5,0,0,0.08,3.00E+06,0.5659,0.00698,81.07449857
6,0,0,0.08,3.00E+06,0.6778,0.00777,87.23294723
7,0,0,0.08,3.00E+06,0.7773,0.00911,85.32381998
8,0,0,0.08,3.00E+06,0.8826,0.00979,90.15321757
9,0,0,0.08,3.00E+06,0.9848,0.01136,86.69014085
10,0,0,0.08,3.00E+06,1.0792,0.01432,75.36312849
11,0,0,0.08,3.00E+06,1.1645,0.01843,63.18502442
12,0,0,0.08,3.00E+06,1.231,0.02452,50.20391517
13,0,0,0.08,3.00E+06,1.2505,0.0341,36.67155425
14,0,0,0.08,3.00E+06,1.1742,0.0576,20.38541667
-5,0,0,0.1,3.20E+06,-0.5433,0.00675,-80.48888889
-4,0,0,0.1,3.20E+06,-0.4363,0.00609,-71.64203612
-3,0,0,0.1,3.20E+06,-0.3294,0.00547,-60.21937843
-2,0,0,0.1,3.20E+06,-0.2209,0.00501,-44.09181637
-1,0,0,0.1,3.20E+06,-0.1109,0.00474,-23.39662447
0,0,0,0.1,3.20E+06,0,0.00467,0
1,0,0,0.1,3.20E+06,0.1109,0.00474,23.39662447
2,0,0,0.1,3.20E+06,0.2209,0.00501,44.09181637
3,0,0,0.1,3.20E+06,0.3294,0.00547,60.21937843
4,0,0,0.1,3.20E+06,0.4363,0.00609,71.64203612
5,0,0,0.1,3.20E+06,0.5433,0.00675,80.48888889
6,0,0,0.1,3.20E+06,0.6635,0.00751,88.34886818
7,0,0,0.1,3.20E+06,0.7929,0.00833,95.18607443
8,0,0,0.1,3.20E+06,0.9042,0.00938,96.39658849
9,0,0,0.1,3.20E+06,1.0017,0.01015,98.68965517
10,0,0,0.1,3.20E+06,1.0984,0.01172,93.72013652
11,0,0,0.1,3.20E+06,1.1892,0.01423,83.5699227
12,0,0,0.1,3.20E+06,1.287,0.01556,82.71208226
13,0,0,0.1,3.20E+06,1.3833,0.01681,82.29030339
14,0,0,0.1,3.20E+06,1.4759,0.01817,81.22729774
15,0,0,0.1,3.20E+06,1.5585,0.02013,77.42175857
16,0,0,0.1,3.20E+06,1.575,0.02595,60.69364162
17,0,0,0.1,3.20E+06,1.5538,0.03604,43.11320755
18,0,0,0.1,3.20E+06,1.4831,0.05976,24.81760375
19,0,0,0.1,3.20E+06,1.3345,0.1007,13.25223436
20,0,0,0.1,3.20E+06,1.1235,0.15847,7.089669969
-5,0,0,0.1,3.40E+06,-0.5443,0.00667,-81.6041979
-4,0,0,0.1,3.40E+06,-0.4376,0.00604,-72.45033113
-3,0,0,0.1,3.40E+06,-0.3301,0.00548,-60.23722628
-2,0,0,0.1,3.40E+06,-0.2212,0.00499,-44.32865731
-1,0,0,0.1,3.40E+06,-0.1108,0.00475,-23.32631579
0,0,0,0.1,3.40E+06,0,0.00465,0
1,0,0,0.1,3.40E+06,0.1108,0.00475,23.32631579
2,0,0,0.1,3.40E+06,0.2212,0.00499,44.32865731
3,0,0,0.1,3.40E+06,0.3301,0.00548,60.23722628
4,0,0,0.1,3.40E+06,0.4376,0.00604,72.45033113
5,0,0,0.1,3.40E+06,0.5443,0.00667,81.6041979
6,0,0,0.1,3.40E+06,0.6613,0.0074,89.36486486
7,0,0,0.1,3.40E+06,0.7906,0.00821,96.29719854
8,0,0,0.1,3.40E+06,0.9056,0.00923,98.1148429
9,0,0,0.1,3.40E+06,1.0028,0.01001,100.1798202
10,0,0,0.1,3.40E+06,1.0989,0.01164,94.40721649
11,0,0,0.1,3.40E+06,1.1923,0.01381,86.33598841
12,0,0,0.1,3.40E+06,1.2906,0.0151,85.47019868
13,0,0,0.1,3.40E+06,1.3873,0.01635,84.85015291
14,0,0,0.1,3.40E+06,1.4801,0.01773,83.47997744
15,0,0,0.1,3.40E+06,1.5621,0.0198,78.89393939
16,0,0,0.1,3.40E+06,1.572,0.02615,60.11472275
17,0,0,0.1,3.40E+06,1.5433,0.03724,41.44199785
18,0,0,0.1,3.40E+06,1.4655,0.06274,23.35830411
19,0,0,0.1,3.40E+06,1.3198,0.10342,12.76155482
20,0,0,0.1,3.40E+06,1.1209,0.15913,7.04392635
-5,0,0,0.1,3.60E+06,-0.5451,0.00661,-82.46596067
-4,0,0,0.1,3.60E+06,-0.4386,0.00601,-72.97836938
-3,0,0,0.1,3.60E+06,-0.3306,0.00546,-60.54945055
-2,0,0,0.1,3.60E+06,-0.2215,0.00503,-44.03578529
-1,0,0,0.1,3.60E+06,-0.1111,0.00477,-23.29140461
0,0,0,0.1,3.60E+06,0,0.00468,0
1,0,0,0.1,3.60E+06,0.1111,0.00477,23.29140461
2,0,0,0.1,3.60E+06,0.2215,0.00503,44.03578529
3,0,0,0.1,3.60E+06,0.3306,0.00546,60.54945055
4,0,0,0.1,3.60E+06,0.4386,0.00601,72.97836938
5,0,0,0.1,3.60E+06,0.5452,0.00661,82.48108926
6,0,0,0.1,3.60E+06,0.6599,0.00731,90.27359781
7,0,0,0.1,3.60E+06,0.7885,0.0081,97.34567901
8,0,0,0.1,3.60E+06,0.9069,0.00909,99.7689769
9,0,0,0.1,3.60E+06,1.0037,0.00989,101.4863498
10,0,0,0.1,3.60E+06,1.0993,0.01158,94.93091537
11,0,0,0.1,3.60E+06,1.195,0.01344,88.91369048
12,0,0,0.1,3.60E+06,1.2937,0.0147,88.00680272
13,0,0,0.1,3.60E+06,1.3907,0.01595,87.19122257
14,0,0,0.1,3.60E+06,1.4838,0.01735,85.52161383
15,0,0,0.1,3.60E+06,1.5522,0.02077,74.73278767
16,0,0,0.1,3.60E+06,1.5669,0.0265,59.12830189
17,0,0,0.1,3.60E+06,1.5298,0.03886,39.36695831
18,0,0,0.1,3.60E+06,1.4452,0.06619,21.83411391
19,0,0,0.1,3.60E+06,1.2996,0.10724,12.11861246
20,0,0,0.1,3.60E+06,1.1166,0.1602,6.970037453
-5,0,0,0.1,3.80E+06,-0.5461,0.00656,-83.24695122
-4,0,0,0.1,3.80E+06,-0.4392,0.00598,-73.44481605
-3,0,0,0.1,3.80E+06,-0.3312,0.00544,-60.88235294
-2,0,0,0.1,3.80E+06,-0.2217,0.00502,-44.16334661
-1,0,0,0.1,3.80E+06,-0.1112,0.00476,-23.36134454
0,0,0,0.1,3.80E+06,0,0.00469,0
1,0,0,0.1,3.80E+06,0.1112,0.00476,23.36134454
2,0,0,0.1,3.80E+06,0.2217,0.00502,44.16334661
3,0,0,0.1,3.80E+06,0.3312,0.00544,60.88235294
4,0,0,0.1,3.80E+06,0.4393,0.00598,73.46153846
5,0,0,0.1,3.80E+06,0.5461,0.00656,83.24695122
6,0,0,0.1,3.80E+06,0.6599,0.00722,91.39889197
7,0,0,0.1,3.80E+06,0.7866,0.00801,98.20224719
8,0,0,0.1,3.80E+06,0.9082,0.00897,101.2486065
9,0,0,0.1,3.80E+06,1.0045,0.00978,102.7096115
10,0,0,0.1,3.80E+06,1.0995,0.01155,95.19480519
11,0,0,0.1,3.80E+06,1.1974,0.01311,91.33485889
12,0,0,0.1,3.80E+06,1.2965,0.01435,90.34843206
13,0,0,0.1,3.80E+06,1.3938,0.0156,89.34615385
14,0,0,0.1,3.80E+06,1.4871,0.01701,87.42504409
15,0,0,0.1,3.80E+06,1.5499,0.021,73.8047619
16,0,0,0.1,3.80E+06,1.5588,0.02706,57.60532151
17,0,0,0.1,3.80E+06,1.5123,0.04109,36.80457532
18,0,0,0.1,3.80E+06,1.421,0.07042,20.17892644
19,0,0,0.1,3.80E+06,1.2788,0.11121,11.49896592
20,0,0,0.1,3.80E+06,1.1103,0.16171,6.865994682
-5,0,0,0.1,4.00E+06,-0.5471,0.00651,-84.03993856
-4,0,0,0.1,4.00E+06,-0.4401,0.00596,-73.84228188
